,large-11,large-14,large-19,large-2,large-4,large-6,large-8,large-9,med-11,med-14,med-19,med-2,med-4,med-6,med-8,med-9,small-11,small-14,small-19,small-2,small-4,small-6,small-8,small-9
42,1.0052046368582919,0.9723207948899928,0.9633309675893068,0.954104565885971,1.0170333569907735,0.9694819020581973,0.947717057014431,1.0054412112609414,0.8708303761533002,0.8587650816181689,0.7792760823278921,0.947717057014431,0.8982730068606576,0.8791104802460373,0.8703572273480009,0.8608942512420156,0.6997870830376153,0.6758930683700024,0.6687958362905133,0.8254080908445706,0.7052282942985568,0.6993139342323159,0.6704518571090607,0.7094866335462503
