,large-2,large-4,large-6,large-8,med-2,med-4,med-6,med-8,small-2,small-4,small-6,small-8
42,0.9680601221230625,0.9375293565054016,0.9694692343823391,0.9396430248943166,0.934945984030061,0.9077031470173791,0.8414748708313762,0.8720056364490372,0.8210427430718648,0.701268201033349,0.7064349459840301,0.6852982620948802
