,large-11,large-14,large-19,large-2,large-4,large-6,large-9,med-11,med-14,med-19,med-2,med-4,med-6,med-9,small-11,small-14,small-19,small-2,small-4,small-6,small-9
42,1.005204637,0.972320795,0.963330968,0.954104566,1.017033357,0.969481902,1.005441211,0.870830376,0.858765082,0.779276082,0.947717057,0.898273007,0.87911048,0.860894251,0.699787083,0.675893068,0.668795836,0.825408091,0.705228294,0.699313934,0.709486634
