,large-11,large-14,large-19,large-2,large-4,large-6,large-8,large-9,med-11,med-14,med-19,med-2,med-4,med-6,med-8,med-9,small-11,small-14,small-19,small-2,small-4,small-6,small-8,small-9
42,0.9686284046692607,0.9671692607003891,1.022373540856031,0.9878404669260701,1.0155642023346303,1.048394941634241,1.029182879377432,1.043531128404669,0.8691634241245136,0.873784046692607,0.8735408560311284,0.9404182879377432,0.8961575875486381,0.8472762645914397,0.8261186770428015,0.8718385214007781,0.7127918287937743,0.680204280155642,0.6427529182879377,0.8679474708171205,0.7687256809338521,0.734192607003891,0.7074416342412451,0.6904182879377432
